PC1,PC2,Cluster
-2.0767184695155008,-1.263694669772697,1
-2.2191560847140757,-1.0845824712898156,1
-1.368947875350148,1.1178578560378123,4
2.681328594826841,2.6252347331511765,0
-0.7122065130659633,-1.4811224898553368,2
-3.0171009442760126,-0.16201945432276463,1
-0.951077616323966,1.445540172669758,4
1.4651388942336923,-0.8597815446682119,3
3.0438581723583678,-1.1685755306443326,3
-0.02478669037529734,1.1367623323982774,4
0.723339160914902,2.944715749657892,0
1.7433165188118045,1.2624353692750254,0
-1.0061682206235742,-0.06590582886513346,2
-0.9811138614696647,-0.6722984410854936,2
-1.4976455884642932,-0.7641354718573324,1
-1.1940406091504094,-1.7123589199781255,2
-1.9377712347848186,-0.7889084293780069,1
-1.2195476585788185,-1.0195415757790174,2
0.5930160311046102,3.096859793152186,0
1.559786648057383,-0.3204604893632066,3
0.12947826482691474,1.486883661441862,4
-1.7180371480862924,-0.30781128712865363,1
2.290227344849898,-0.28699248331645744,3
-1.8422077940502992,-0.32891040048910253,1
-0.3485290558704539,1.263933798357287,4
-1.4315973081222853,-1.0259557132084076,1
2.0422655283701747,-1.143932407266737,3
-0.0831608197191,1.4330959607789278,4
-0.30586281209113964,1.9814164951576738,4
2.434279769714652,-0.4267498666312948,3
-0.8754790397111514,2.3543497069365333,4
-0.2983050624849874,1.5979340083627487,4
-3.7339902668517873,0.05242168461645603,1
-3.7792722251180453,-0.7201768145576541,1
-2.2102844814522653,-0.7179429266187005,1
-0.63933259127703,-1.6415313256026889,2
4.200657590133148,-1.4295655200202544,3
4.236728549768209,0.07616256608321033,3
-0.7284181732301681,2.6591576625625626,4
-1.242431733395595,1.2133407569534742,4
-1.4169255524451592,-0.24485118033395756,1
2.3250972066566766,0.8539678617789261,0
1.1000007445047033,1.3583133140550805,0
4.198724490324407,-1.1807908934412672,3
2.5470316761568617,0.10641130682859336,3
-1.9644114828226706,-1.6921404200197576,1
2.6169443832497206,-1.0464181242902402,3
-2.3089799212562014,1.4754306465794065,4
-1.182249321232348,-0.8811141282185256,2
-1.914224642126864,-0.17103665027086343,1
0.8603128452386529,2.5499625270474384,0
-0.2758819483651336,-0.3552893316358247,2
2.925569856931539,0.2007423828043246,3
0.5460180454246456,2.9175354404313834,0
-0.1104704817548778,-1.3026331054332554,2
-2.1098815466281278,-0.5989624085911327,1
0.9665847027227172,2.987123747741308,0
0.06232548650268917,-1.0549225937799473,2
0.4114440412042247,2.7730546369712217,4
-1.3581184079724793,-0.9556957794298958,2
-2.24983908523993,1.2710006702981265,4
-0.8454889777195337,-0.12418044824012883,2
-1.410016128548353,-0.9952231228205493,1
-2.0264667230289675,1.6653922388541595,4
0.8911373318571791,2.3601416392440617,0
2.702358145658544,-1.4889261444963402,3
3.110395493302036,1.2532641047436157,0
-1.127949675407355,1.3397046687800664,4
2.5563196261798224,-0.5232921196809133,3
-0.3172532689114043,-0.4484330099890119,2
1.643978068257901,-0.6433321159465798,3
3.827079326628566,1.4719560778531706,0
3.2185133849622836,-0.2622623990663439,3
-0.5852858733491342,-1.4417803364106356,2
-1.6018614279917702,0.21824816704360334,1
-3.1549992691877975,-0.2923121300596122,1
3.441607846843501,1.5345954677787488,0
3.0438022860778795,0.959006389718424,0
2.885409764789561,-0.9536072031803532,3
2.5929208705025673,-0.8697516202039116,3
-0.09820581970264049,-0.23848498965687603,2
2.235524336742627,1.4894142930839394,0
-1.2464550288654923,-0.2524452864666409,2
-0.8264085076988101,-0.669249195870822,2
-0.9558714739593038,-0.4103148707393331,2
-1.725042461809798,-0.36123878072070204,1
-0.764001067352346,-1.7258888756145723,2
-0.846047578260984,2.6763759329905086,4
2.7179493856536676,-0.1754470873629119,3
2.9941427040940116,0.1743578621428654,3
-2.348829094702997,1.0494757954286091,4
1.5373819546063074,-1.1359735190331322,3
1.5457020539220512,-0.12115441333469179,3
2.4291844961025952,2.543901233430317,0
-0.45675222328575615,-0.0054087449369768685,2
0.2383169368721847,-0.7190677916421796,2
-0.7777692139871891,-0.37584835688935136,2
-1.25972019239124,2.3360866995180563,4
0.8672760846083264,-0.8617940245873396,2
0.7568788460719956,-0.8606277746764727,2
-3.0934032771551734,1.1897935556020163,4
-1.0109761374141106,-0.2717818534060123,2
2.5229398778905443,0.20758283805114208,3
1.5485689611274343,0.2651015831406549,3
-0.6506390414619759,1.6495775741877616,4
2.830059092850245,-0.15787264564638923,3
1.2686337406682449,-1.5543977495692272,3
0.3137949929507433,-1.7005513182745506,2
2.2363881417063736,1.190634669470915,0
1.9353074470810467,-0.7118312708102675,3
0.5691159506732233,1.4499593996515046,0
-1.5287632797292914,1.2383677385252585,4
1.7858534196408438,2.8577092187762574,0
2.3225533977339268,-0.8868799469820445,3
2.1315619126061907,-1.7895030075343346,3
-1.9115601715580666,-0.15904830179765359,1
-0.6591558053626008,1.6358048415383832,4
-1.4020866961909957,-0.33751637630776116,1
-0.6177253964857069,1.6594745355125007,4
2.4541425673556625,2.6534390012097915,0
-0.47675021135908374,-0.1222092467158443,2
-1.677548533869853,-1.1714800249941333,1
0.9835520633560029,1.2549889338467692,0
-1.0542596605745385,-0.9534092230872088,2
-2.312401850235035,-1.5127983179206679,1
-0.6495200423869977,-1.1191026956367511,2
-0.7019245079594642,-1.3114790092267985,2
-1.3443162724990896,2.0596847140553187,4
-1.688445203010768,-1.2134227465051615,1
-2.2881934146839997,-0.5124249393817126,1
4.061731374343092,1.1586645494203494,0
2.3497565523273525,2.6832995627011926,0
-1.6161603768320127,2.316791201198267,4
-2.4365710757929833,-0.5066175950464863,1
-0.819422061167563,-0.4566925477626087,2
-2.1578746594538876,-1.4004517677992092,1
-2.904263803888857,-1.380892536880938,1
-2.342670368621436,0.1546069262108872,1
-2.506028571349758,-0.8482815299030898,1
-2.330669303839318,0.2072213670466138,1
-0.5075417885483077,-1.1499273181447605,2
-0.5194854783316658,1.4453200146604408,4
-2.5488399503243766,-1.595162231246713,1
0.9543128682435763,-0.6454356169662883,2
1.0321128522231071,0.3106589315259883,2
-0.9882989694161872,-0.23107014311860535,2
-2.318363439923572,-0.42447244149032076,1
-0.6999533808914483,-1.3996316106029267,2
-0.2992905083126062,-0.45443500559043726,2
0.7839817041014072,2.1892441259318796,0
-3.988995102099221,-1.0634084064027216,1
3.7782240938247624,-1.644278269607453,3
-1.7172185052996596,2.4461613627960146,4
4.139935380349772,-0.784352843508747,3
2.5255284888107306,-0.04117599097986268,3
-2.148753802650827,1.523836908937284,4
-4.145227620060529,0.1434476464356034,1
-2.06427879342806,2.4868451520211163,4
1.8724634539250393,1.3789157787013655,0
-1.5954142307290504,1.4472498572993489,4
-2.49538493280298,-1.0196182433627243,1
-3.4899196722190045,2.7388784372084465,4
