,PC1,PC2
Edad,0.49681106772382094,-0.08754591914944532
Ingresos_anuales_brutos,0.5003434445926167,0.18867675143578613
Experiencia_laboral,0.5235708384293127,-0.08728474006473447
Gasto_medio_mensual_cuota,0.39615531596514186,0.29960497761786176
Dias_cliente,0.014283309408549315,0.6420560661422637
Digital_encuesta,-0.1387760353671884,0.6400751564246363
Family_Size,-0.22870711029480684,0.19344981029778335
